mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,spectral_centroid,zcr,spectral_entropy,aci,bioacoustic_index,label
-215.61821,19.560722,29.985874,13.503852,14.366574,13.084637,5.89171,46.506763,-9.810397,17.755207,-15.079395,11.743277,-9.460934,5060.551597207809,0.40624869443516043,11.670772,0.44960445,97245.086,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-204.7558,44.698242,84.45761,-21.511469,41.245358,9.025178,16.453632,19.026258,3.373834,26.554949,-3.8000412,17.535881,6.350723,5031.908716954555,0.1967518365205224,10.304116,0.49798816,28158.08,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-231.87666,135.05145,15.5835285,-11.754778,31.696318,26.623146,18.34247,11.165136,7.3486166,13.683137,-2.3058136,8.40724,-2.1713839,1682.2776218461443,0.0612322813950116,10.707942,0.49203908,23907.127,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-430.20523,58.181248,7.8736734,11.155591,-9.899003,36.8842,-28.165304,40.811676,-26.157503,34.44808,-20.455183,21.429438,-11.416281,4414.819300031374,0.3498359556264501,11.548849,0.50257224,23920.219,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-270.0826,-39.023224,70.06929,-45.97618,8.183694,40.551544,-19.8613,12.234948,16.78693,8.830148,-4.2617307,15.926687,0.3451635,7219.11519941144,0.679578741299304,11.71402,0.4711276,162473.92,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-426.41525,93.16561,50.53079,-16.684357,16.569613,4.209903,6.5135384,0.36203063,-9.056919,17.213737,1.8388348,7.991621,-6.1576114,3443.177575178102,0.16460402769721577,11.461698,0.45186377,4158.3555,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-421.2944,36.9795,54.028614,0.45601135,1.1691679,35.77387,-19.744253,33.04791,-17.587177,24.205914,-12.184068,13.41913,-5.4796786,5011.859635086298,0.3918110459384858,11.446519,0.46565843,15167.581,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-384.40588,49.264015,59.035038,-18.579472,34.88559,0.09897863,14.740978,9.008173,-1.5510043,13.228797,4.5906787,4.4804826,1.5344267,5377.382403241561,0.336743759527439,11.656945,0.462644,9989.599,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-344.03003,141.52432,13.811732,-38.31571,15.970041,30.510403,-9.307127,6.2702227,4.7309446,16.022789,5.857538,9.822302,-1.5657446,1768.4445534044685,0.06482358432424594,11.012678,0.4493233,5801.779,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-361.17218,-101.95375,108.9346,14.979595,17.33435,16.997929,-8.951248,21.818792,-5.8340435,26.215635,-26.58766,7.758924,7.2300744,7566.748712500361,0.6851526247099768,11.4941635,0.45672244,208899.7,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-341.53915,139.6517,-7.023552,-12.336653,20.583124,7.7885766,14.991315,9.381118,1.2922703,10.334469,4.3564296,2.6170871,-0.6622892,2157.895492826024,0.11612710266821345,11.370861,0.4747761,9213.168,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-316.61536,72.1319,32.547024,6.846111,24.477634,9.411119,13.612046,10.760151,5.2218337,13.77199,7.137113,10.013599,6.0727515,3000.8202825147887,0.09739794808584687,11.458999,0.489895,17869.145,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-242.87631,11.265063,40.10564,-6.1143746,-2.0154197,15.828818,-3.9076219,15.775657,-12.272543,22.779442,-8.2375145,15.136261,4.0948687,5573.52482590846,0.4847488580336427,11.872684,0.4866725,138940.48,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-293.06024,161.16586,-9.788804,-4.3666153,24.80414,5.1235495,6.040976,13.416014,2.7359238,6.6079073,-1.1670672,8.290495,-0.37248433,1366.034645505606,0.046605369054524365,10.932751,0.44538018,12139.726,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-240.85081,0.8763402,80.56036,31.408846,-17.445889,12.577259,10.17882,3.3230655,4.2746387,13.196716,-1.9296982,6.7935257,9.7130785,5679.628130357557,0.44538953741299303,11.901302,0.44747305,106147.78,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-438.29376,-5.07943,54.068695,-5.0377345,18.77968,3.6381593,6.1019683,4.771781,0.40999764,5.5003014,1.206788,1.0401716,-0.032020427,6760.965345871979,0.6329337206351509,11.862241,0.46567726,10309.95,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-367.55518,69.068275,88.84426,-16.332533,34.22436,11.964885,-10.025529,13.95998,-10.942191,9.5734825,-8.808553,10.199287,0.29282743,4627.606509403769,0.29174521461716935,11.484909,0.4388839,19869.58,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-325.44373,-45.355637,120.80657,-17.443436,23.352337,22.782936,19.84738,17.888445,-6.8717113,22.436342,4.876497,7.03511,1.1608422,7628.66802838028,0.6482551025957076,11.504722,0.4646905,130579.09,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-188.85208,28.793966,22.86142,-4.565372,21.37425,20.543097,5.1397533,24.14642,14.280906,17.633406,-15.563529,23.797867,1.3418405,4843.694889009944,0.3210047038138051,11.842529,0.48743722,109792.6,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-333.81427,2.0131078,26.518372,111.56496,-14.070389,-1.8235441,24.994576,4.8327374,-1.939668,6.2282414,5.5970287,11.685087,-6.9428096,3827.0033238059823,0.2887226290603248,11.671461,0.46510404,63055.88,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-397.29858,-10.814524,55.308613,55.291786,-18.93157,32.581833,24.669924,-5.4355927,15.65324,10.084498,10.912508,-0.92977977,12.547081,4766.509033634858,0.3278791600203016,11.712738,0.42527446,26767.355,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-283.08127,-11.286501,-17.97908,112.25657,-56.65518,32.043278,9.579903,20.988548,-9.423976,21.459455,8.236633,10.956229,-2.4144063,4145.492498360232,0.36527855822215777,11.458915,0.4588957,179198.48,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-314.0953,-8.957077,90.76521,-20.22416,13.450642,34.181038,-15.026508,44.865948,-2.0003574,22.23771,1.3272179,2.9790556,1.8839662,6517.4924566384425,0.5925996424788136,11.244546,0.44132605,79755.8,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-343.21912,-51.886402,39.242893,49.611115,34.46899,-3.2187314,21.989614,7.289009,10.893158,29.570616,-2.665533,15.4151535,2.2732728,5972.544751498928,0.45902402660962877,11.71375,0.5004749,60823.273,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-203.67654,83.987686,39.541435,-22.251568,52.810997,5.315569,10.299143,6.3660455,2.457345,18.460337,-10.948804,7.294584,4.1184287,3904.0413887111536,0.1720879857888631,11.545536,0.43751603,47759.926,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-229.4069,52.4287,13.268023,62.79005,-31.876314,37.2309,16.578476,13.389685,2.062172,24.947397,-1.8782313,7.7970433,-1.207588,3290.693995514702,0.19780601979408352,11.517,0.44371805,92588.12,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-274.35663,1.6622107,51.23428,24.250568,2.3518934,12.679606,29.089033,-0.18491332,11.463271,18.663965,4.6863465,6.854663,3.9380028,5386.305405971125,0.37133367091049385,11.710183,0.47957885,73604.82,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-368.7508,-110.99119,-67.97794,137.5028,25.27745,-13.206045,16.254381,4.612314,-5.1617413,0.4692068,-9.756135,4.423575,-4.306793,3720.857459437193,0.30561534766531323,11.247673,0.4794018,185940.55,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-322.9342,-30.961285,109.6409,-33.664837,4.7099094,42.91996,3.9391828,8.553848,12.778248,13.651893,7.9286475,15.155106,3.7027955,7315.636025908328,0.617246410962877,11.556563,0.46527728,97629.805,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-344.947,56.792896,3.6597767,-2.6256719,-5.8308144,6.8624372,-15.877992,7.6841364,-10.620235,16.61933,-7.5766997,10.824635,-8.179005,4018.167146109038,0.31214086970707655,11.905075,0.46835366,21468.518,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-253.99942,102.61573,1.8011007,14.189169,-0.9503208,37.127083,-10.795214,41.282047,-15.647716,29.977478,-10.437444,11.638822,1.9617105,2623.0444664567767,0.10379431917053364,11.381877,0.4236019,42563.277,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-441.71927,26.399145,46.858913,11.883662,31.441698,26.95351,-18.090498,34.048264,6.738509,17.83849,-6.832654,7.6527176,17.68356,4597.584055718581,0.2843904074825986,11.616801,0.45007494,11607.584,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-258.60773,13.58927,45.96066,4.578665,-0.10731365,19.566853,19.600616,7.881295,0.51714116,26.219154,-4.3895965,14.875879,1.6373502,5021.223728691492,0.2887939453125,11.334308,0.48650804,41548.473,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-265.8343,81.99489,80.99112,-2.1179717,22.893143,33.8825,9.070728,21.597164,-8.038896,25.198017,-0.10153113,7.1591535,-11.301403,3223.338397164834,0.16343713747099767,10.924513,0.4850634,61239.027,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-321.70242,26.36135,91.75278,-44.92536,16.337528,27.007483,-16.138031,29.931065,-10.463994,26.029057,-13.488291,16.68042,0.5661421,6481.530118377548,0.5542411361658933,11.506697,0.45936164,92417.65,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-140.58914,66.63699,31.428646,-17.059126,21.28476,12.788128,11.1465025,21.238544,2.5857341,17.900349,2.294583,9.305011,0.9246162,4126.704147370185,0.2721074717227378,11.771671,0.46447238,137423.94,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-342.33936,152.11342,10.807253,16.91985,35.063663,23.595613,24.243866,15.287291,5.5075717,9.824266,7.4935174,4.764599,3.7609696,519.0855694182676,0.010300514914772727,8.634287,0.46698254,3112.0073,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-213.1174,61.568367,75.02109,-7.328832,51.917503,4.472784,11.25964,15.5501,-5.756991,14.993214,-0.36666244,9.263334,4.554089,4426.695803440405,0.1783370794663573,11.086008,0.45274872,53170.37,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-402.33035,-12.154427,50.71657,-2.6081605,7.5442357,27.16002,23.11828,6.2701397,-3.4698887,25.991034,-8.905793,5.766563,2.1460054,6248.978734271604,0.5478792271600567,11.482123,0.46084732,25556.686,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-137.88928,87.468506,46.150166,-7.0440736,43.425636,9.848828,17.689133,5.1988373,-5.5418687,11.496915,1.9693825,12.976036,-1.7432784,3125.640459619508,0.0693333675986842,10.5466585,0.39906457,32813.742,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-333.31885,-26.026695,56.36087,5.7845526,15.737125,25.41297,-4.2030087,6.7065854,-0.5527121,13.283071,-12.438936,10.282159,-0.5263404,6544.67243697429,0.6131067829176334,11.848426,0.4541893,57123.324,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-135.00586,99.09306,-1.2408704,3.974597,13.009099,17.581322,11.407004,15.611172,6.8885427,10.6862335,-0.8296027,4.6906886,-0.7537664,2289.0207404708053,0.0873128444025522,11.347544,0.45197645,81789.03,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-418.96426,100.51971,74.416145,-42.31269,35.887337,12.193717,2.8089173,1.4814159,-6.903215,14.364648,-3.896808,2.2524192,-5.542745,3968.011613533554,0.230943436412413,11.5961895,0.47039345,8187.1465,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-260.17993,71.996155,13.630831,-7.116647,10.627245,13.326203,3.5543575,12.166157,-5.0638404,16.001123,-11.724782,4.635848,-5.6054754,3806.8676572499503,0.264711880075406,11.772794,0.4433009,32380.006,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-401.8487,-6.6567597,32.04877,7.540241,37.8106,12.248081,-3.5320296,7.504627,8.9004755,6.3033133,-10.268633,20.354504,-6.0986032,6147.359653989298,0.5607009498259861,11.941297,0.45962086,15829.719,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-235.36072,75.16787,29.196966,-47.979813,34.461464,7.5505276,-6.74142,6.546947,3.4205122,13.848482,-9.906202,11.759643,1.8683751,4700.934050421453,0.3867074209686775,11.77218,0.46948776,42241.734,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-451.07257,32.30175,54.76123,-11.052735,26.061604,2.4769392,4.2875366,10.852664,-8.435492,12.751694,-0.6609019,9.951529,-6.010314,5865.201331705242,0.4823210466212297,11.861452,0.45791033,6869.888,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-359.8685,-43.193066,35.95488,-0.09187929,26.793894,12.240844,-3.9905422,24.301826,12.510976,8.6049795,-4.501588,18.61851,1.9304078,6820.963200784196,0.6491319696200696,11.899131,0.45815584,41390.414,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-302.61166,35.197567,69.22406,-18.397453,29.45931,19.747797,4.9203196,23.220823,2.7240748,13.456714,2.2652657,10.103185,0.37143356,5313.979803179924,0.3499764356148492,11.692804,0.46754712,55783.53,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-235.59268,47.57704,55.973213,18.968834,-6.594114,36.042564,-23.317469,36.529694,-19.86094,25.305428,-9.824019,14.196307,-5.5351524,4757.823543140957,0.35730405307424595,11.690426,0.46633914,154520.64,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-307.6535,-27.637901,48.82812,34.74802,0.62399864,12.484665,25.881525,1.0420057,2.0311828,18.469095,-6.6080556,12.71205,-4.2848077,6069.644066124555,0.5423649126305105,12.043504,0.46404332,62453.21,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-426.29895,63.47345,58.261482,40.220173,10.140523,12.455046,28.386806,-1.341733,9.489758,14.875084,5.3921647,5.5501485,5.16173,2620.6529543487964,0.03948507286832947,10.966953,0.33080405,6328.8496,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-419.05597,48.414627,81.30928,-62.236763,39.864086,10.490254,5.4599524,13.082323,-4.750037,21.509499,-9.137589,6.087811,2.979129,6622.666002621403,0.5838495595272621,11.589686,0.4538622,13853.663,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-358.5701,-21.727804,21.56721,55.67831,-34.918747,11.458152,19.036072,-7.1210446,-6.583438,9.216576,-1.8030245,2.3775802,-3.3887124,4782.954354876102,0.3996689657047564,11.83172,0.4583179,49318.76,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-406.27893,83.384514,53.442585,-30.161457,25.269829,-5.615021,-3.2830179,0.17282437,-0.28434357,20.883444,-6.8767085,14.109323,1.0198319,4365.014808595054,0.27385327544953597,11.650306,0.45101863,5895.241,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-352.82404,-46.32243,51.979027,13.832198,8.391389,11.50004,5.338081,9.723728,-6.039053,15.011066,4.273951,7.6998844,-5.4644403,6748.240266659917,0.6411166799593968,11.874017,0.45934755,49717.977,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-20.195904,83.71791,44.444725,-10.338659,25.212503,14.184197,7.4712048,18.3899,-2.8399575,14.744121,-4.870067,6.7634172,-0.36333784,3231.8178316267167,0.10388688016528926,11.042619,0.50599,272003.28,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-299.26062,18.404322,84.31337,-5.558025,19.358473,44.452087,-45.251595,37.528736,-0.8183429,6.2505817,-2.6856353,9.060332,13.563213,5607.482494494313,0.4740044047273782,11.471973,0.4470942,111259.36,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-243.20692,133.18611,0.0592303,39.17219,3.0513406,34.099197,8.758518,23.332668,8.5808,13.344902,4.0076265,7.4881215,3.8815815,1107.9198981650266,0.023298152914733177,10.23445,0.44310462,26996.75,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-435.60553,115.81321,20.66512,53.044224,-14.2270155,19.532576,19.917217,5.722874,6.729655,10.285326,-6.4977694,-4.6804285,-7.7034106,1560.7316000888761,0.049620024289443156,10.594213,0.45609486,5182.526,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-248.71048,80.14206,8.286403,41.967262,-0.44769344,21.5794,11.824359,18.535248,1.3416651,21.697695,-3.0385017,14.35248,0.67037773,2530.7215682510337,0.09877782410092807,11.382715,0.46166372,44138.9,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-328.64502,75.82085,33.148045,6.5188737,23.97948,17.22585,2.9576452,21.99153,-15.337212,16.306387,-8.335061,13.51594,0.30189106,3297.953029039033,0.15167986876450115,11.236058,0.46033847,17248.2,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-206.64682,16.795721,51.246742,14.333204,11.616916,20.390226,27.922651,10.448748,11.335955,21.81246,-2.704431,9.457467,-0.21976894,4818.940535015626,0.2301911887325986,11.62594,0.45496583,89341.19,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-282.6748,-79.429344,48.780773,3.4395664,44.269623,-0.4031107,-16.370228,29.414692,1.9906847,10.350636,-13.125247,9.665388,10.009391,7284.362341942183,0.6742552294808585,11.641667,0.46107468,201129.34,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-163.77538,128.26671,-12.383526,10.396252,9.579775,21.492908,5.4580836,22.081043,-3.431396,18.84483,-7.920225,10.87306,-4.7315183,1716.1794517782728,0.06730350928074245,10.993664,0.46236596,55196.055,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-424.08914,85.12244,50.583916,2.8675218,25.293242,18.601637,-4.0786138,13.606264,-2.2099383,9.099302,-14.1883745,12.990563,-8.077925,3321.377638162234,0.19059169264791184,11.571453,0.4748049,7636.272,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-310.55627,61.361237,77.93543,25.056185,33.80358,16.339352,8.793678,19.14163,1.9207124,16.68489,-2.973279,10.328788,-0.8274427,3203.543243069287,0.15776582439095127,10.801222,0.52214307,34866.05,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-293.9115,-40.969265,81.90634,-15.74473,21.919802,2.5191894,7.906606,26.58972,-15.411804,27.316832,3.3375716,9.40701,2.5924103,7530.342599697279,0.6946180303799304,11.595302,0.4573962,112046.945,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-428.39197,-28.303083,27.80721,29.618551,16.701088,16.604462,2.10011,12.847271,8.716968,13.712573,-7.4298244,15.75379,4.382086,5692.949868048698,0.47639029872389793,11.711464,0.48084134,15661.441,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-187.2608,124.20391,4.216397,3.7522404,20.068844,13.81279,16.311758,7.909941,3.2539253,5.1078343,4.8790116,2.1039443,-0.26920387,1690.542318715697,0.05367355169663573,10.922667,0.45660457,37245.613,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
-230.68517,-46.05257,4.3294096,57.29986,13.64591,7.7010603,-8.812314,9.083593,6.81502,10.355961,-2.4531596,-9.720744,6.6325803,5365.027224252985,0.4787659965922274,12.016685,0.48526707,150413.95,00050_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Aleeta_curvicosta
