mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,spectral_centroid,zcr,spectral_entropy,aci,bioacoustic_index,label
-382.06302,110.2189,10.485134,9.257594,9.086723,4.7673545,3.8857396,7.0742426,2.1427047,-0.2712399,-2.8228862,-0.9020609,-2.1591563,1536.7290781096253,0.10487196180555555,10.439989,0.60675985,29626.531,Axe
-596.4022,86.16215,19.790394,5.077338,8.990241,16.537327,14.888733,15.664612,11.059297,11.257426,7.969877,8.340934,4.2413106,2180.542266747887,0.05580873842592592,11.323017,0.8332082,6239.682,Axe
-632.513,32.226482,-15.486077,6.3069305,-5.405149,-1.6331251,-3.1235676,-1.1791396,-4.7248983,-7.13223,-1.2342995,-3.0161986,-4.3430624,4165.904481278804,0.3474799262152778,11.237196,0.7234653,6969.304,Axe
-407.28864,82.764755,12.269391,24.669373,2.2552214,12.548414,9.011636,9.2484665,11.554035,7.0644417,7.1785955,9.729134,4.0631995,2240.8345285830223,0.05880172164351852,10.971804,0.7148091,18111.43,Axe
-394.9565,96.35273,12.490924,24.098024,3.3944616,16.27631,10.088148,10.1240225,12.166035,8.82113,7.847132,7.0043945,3.5383334,1851.1920173652466,0.041015625,10.756174,0.7118568,15344.596,Axe
-370.08817,137.29904,-4.781424,-4.5212255,-8.218955,-0.73213434,-3.3582673,1.8127524,2.8554976,9.5294695,4.5237775,13.833349,8.20306,1902.4638193954836,0.12793872974537038,10.299105,0.5756998,9099.268,Axe
-375.86053,144.14569,-6.7501264,-11.949502,-14.540039,-1.4346136,-7.584536,-0.229265,-3.122307,6.934711,-5.446507,4.688671,3.826512,1536.444399442665,0.07399721498842593,10.500351,0.5930876,6721.5884,Axe
-389.30453,76.72812,30.31467,17.320034,11.778342,10.679985,9.991521,7.5629396,3.8212903,2.4007618,3.6780152,7.6326556,0.24128817,2101.728991952512,0.06609429253472222,11.06242,0.6803797,25288.936,Axe
-577.7876,78.06303,37.192177,28.175806,24.097897,23.831743,23.18727,22.666878,17.796404,18.06441,15.147646,13.591333,10.698171,451.60638287865345,0.006481029369212963,10.697655,0.71322745,3792.0603,Axe
-405.24634,62.95023,12.4557295,10.121369,7.329209,17.687454,11.958613,7.517335,3.429384,8.848066,5.8903403,3.2665052,3.6365283,2907.4903976340256,0.18229844835069445,10.553424,0.6499534,10849.1,Axe
-172.50037,79.76631,-4.0699954,17.178394,-0.93102527,12.470515,-2.7452357,6.101998,-1.9234124,3.511635,-1.8649985,4.498574,-0.98170704,2947.4421080729635,0.1707130714699074,11.029829,0.5432866,134788.69,Axe
-268.7101,38.7969,-11.917003,17.616621,3.5344517,14.194006,4.141222,8.621149,2.351504,5.8947144,-0.6472013,4.615966,-0.114798866,4010.4575048275356,0.29662181712962965,11.253712,0.55536205,86657.766,Axe
-318.12698,73.04342,6.4458404,17.883965,11.59085,17.483341,9.997754,10.503237,4.4403343,5.7412653,2.9947476,4.9098663,3.0927145,2377.766732243999,0.07359709563078703,10.8525505,0.6207124,40260.125,Axe
-323.745,85.979836,16.268515,18.730818,14.489332,18.451767,9.036562,12.254356,5.828559,7.8684626,0.58458555,1.9766103,0.3443968,2172.6570146529584,0.06311939380787036,10.50185,0.59362984,20726.266,Axe
-179.0108,71.34674,-16.214748,21.24032,1.6038709,15.876567,2.8679202,9.203018,0.6497323,4.35998,-1.2749456,3.7637985,-1.3761675,2835.1846143675793,0.15419967086226852,11.120995,0.5860827,92488.77,Axe
-370.96295,51.210884,-14.456061,11.909631,-1.6450862,3.8064444,-0.3700956,1.9833964,-1.2187299,-1.1523316,-2.2234023,0.17876752,-1.0167073,4523.786739239676,0.4002956814236111,10.870343,0.56974185,35712.387,Axe
-660.24146,85.23895,15.024238,8.439836,8.4919195,8.861368,1.8519235,6.3617587,6.424648,8.292116,5.814396,7.310145,4.2362933,1832.6567472721354,0.05125370732060185,10.457384,0.8227331,1326.4564,Axe
-756.8251,40.701214,24.1841,20.400124,18.869238,18.483585,18.119162,16.55823,14.759063,15.195215,11.99089,12.555102,10.177173,1380.321270010272,0.013812029803240741,10.452133,0.8859092,582.7243,Axe
-447.96304,31.792345,18.349413,33.577095,8.9828615,14.751435,9.120394,9.903017,0.17027922,11.384324,-0.73174405,6.618061,1.1638696,3957.1421131276616,0.20158103660300927,11.037725,0.5407312,13096.649,Axe
-384.40094,52.887768,-10.676747,34.243725,-17.896524,37.219803,-14.473992,18.999699,-7.0152736,3.0596247,-2.571701,-1.813869,-0.7587578,3485.1805120969098,0.23557761863425927,10.993104,0.6431839,24153.57,Axe
-605.2163,71.166916,11.213259,-2.7427654,-2.319393,1.7984475,2.0658064,0.9990319,-2.5432627,-1.5126718,-2.8848403,-3.9284322,-3.0384753,2018.4910015775429,0.0899658203125,10.894628,0.8997674,5479.587,Axe
-251.7592,114.44258,-42.99903,39.877975,-17.794361,14.838235,9.756434,-1.2580993,15.948186,-0.36617047,4.1983113,5.669399,-3.1251757,2066.2059018151494,0.0862087673611111,10.712084,0.59155357,27667.646,Axe
-658.2655,93.618225,4.133403,21.037027,19.953636,18.417814,15.803076,17.343699,9.64705,14.11917,12.1256895,12.561008,10.627662,1193.3977229879645,0.020799424913194444,11.158704,0.79754287,2753.4065,Axe
-555.7063,83.06201,13.705623,33.16036,21.034994,22.640713,15.988347,21.547586,15.287314,14.562194,4.6550236,13.539018,6.4199176,1225.5732968373297,0.016777886284722224,10.931807,0.7173763,3558.1357,Axe
-233.44943,82.10886,-44.842087,30.974943,-23.00477,26.586344,-22.24067,-4.481872,-6.532161,-5.031139,-5.1250834,6.1802115,2.0939739,2683.1834061369514,0.17192021122685186,11.015894,0.45921037,32102.28,Axe
-407.43222,72.56853,2.1363785,20.378698,12.25468,15.55988,13.371929,10.491284,4.2768,8.762864,2.8275106,3.5999796,2.622674,2407.7010823050678,0.10077130353009259,10.959548,0.66772133,17448.59,Axe
-677.25,60.915146,-4.889368,24.851063,9.426258,5.1925898,5.708898,5.068366,-7.937535,11.932918,1.5981588,16.872185,3.9713945,2238.4838888673266,0.04558874059606482,11.0676775,0.7576333,1932.637,Axe
-658.9643,22.692404,7.379792,19.68193,10.939218,13.279161,9.920549,13.8510475,7.576695,12.265855,6.6826496,12.213395,8.020667,2638.3043716752168,0.05416078920717592,11.215579,0.8753517,8408.127,Axe
-415.29227,39.759113,8.179658,3.351253,9.696199,4.9941897,6.296363,5.388787,0.65156317,1.3100722,1.4091828,3.576995,2.0578673,4269.9746705110565,0.3302024558738426,11.147724,0.7321642,20664.508,Axe
-540.15393,29.731918,19.871513,16.987566,9.703204,9.525318,6.6403546,6.9310417,4.650691,5.30079,0.33930987,1.1293348,-0.3675401,4096.98708334795,0.29561586733217593,10.71503,0.88882625,7442.7827,Axe
-569.0468,23.959444,12.772758,10.572408,8.8248005,6.320746,2.7030065,4.8352356,2.8759625,2.2836306,1.8562499,2.2018216,1.2257141,4082.0438365876216,0.2686292860243056,10.424105,0.91229796,3678.0786,Axe
-626.0755,36.16889,19.861547,18.084425,6.4372525,3.3323102,4.8201046,4.793882,0.5454026,4.1005735,1.1575124,1.2588416,-0.65558535,4018.45819504192,0.26478633174189814,10.199558,0.8162891,1640.3025,Axe
-659.86774,7.804789,-4.1636186,1.9891864,-22.302122,-5.174057,-12.215041,-3.397862,-11.40462,-2.9629138,-13.721253,-2.4276447,-6.093264,4647.228873148745,0.3834567599826389,11.371003,0.79077506,8525.629,Axe
-35.721752,127.47761,-10.488154,8.923229,-12.040238,2.49416,-8.2764845,-0.38239175,-7.1974835,3.6880567,-3.8167012,3.606302,-4.7097526,1857.2804590947233,0.08539270471643519,10.6132,0.5248072,135578.14,Axe
-616.83954,66.32178,23.303926,22.18087,15.530927,16.664444,14.906108,10.261312,4.774369,9.154393,5.4305325,7.1550317,3.8060954,2255.817632549615,0.07698567708333333,10.924458,0.8492815,2765.2869,Axe
-645.46313,47.059162,18.492632,18.415182,11.341313,11.148523,11.121376,14.071429,8.91063,8.922919,7.8870425,5.366028,5.2175336,1706.5205261701174,0.02846046730324074,10.810879,0.87439865,4169.607,Axe
-486.38504,70.442604,12.985979,1.7513479,6.3099613,19.65889,17.913868,16.785658,6.642459,8.008335,5.1117887,5.4169374,3.651903,2768.7343278110416,0.11278392650462964,10.782674,0.65363926,4807.1904,Axe
-591.6542,77.135956,15.775671,1.0757616,-9.341039,9.452973,9.351306,10.262915,9.872235,7.7371745,6.428122,3.9942327,0.9091461,2787.4711437650894,0.12949399594907407,10.156749,0.709793,1393.6445,Axe
-535.7989,68.31089,3.4507272,9.637272,4.8609185,16.85516,6.4741297,6.599097,4.807338,4.4529886,-0.495077,2.495483,-1.5274222,2733.900944838263,0.10501889829282407,11.169123,0.83523315,10314.857,Axe
-474.12033,16.529404,-5.07416,17.531546,5.8764353,9.398725,-1.7271991,8.458527,-5.2852397,5.0258512,-6.562445,2.6788983,-5.0236735,4423.225249964943,0.33174867983217593,11.250986,0.7589904,27211.525,Axe
-555.5769,68.21509,23.890072,7.4508157,6.2477117,9.795831,6.3227663,6.9799905,1.1349249,2.2652032,4.347939,5.573102,3.818486,2299.1057740033216,0.08245397497106481,11.055601,0.82504714,4780.654,Axe
-636.2273,94.7606,0.77373815,35.969204,-1.17189,-4.7759705,-18.019072,1.2383744,-17.181778,8.204116,-2.011133,-2.7758276,-3.1219478,2841.19430081982,0.20162398726851852,10.17095,0.5519571,747.08044,Axe
-447.1354,24.590757,-1.3028181,-13.524337,-9.676103,-9.697691,1.5296547,2.4639497,3.5248892,5.9210973,-4.0101047,3.6503673,-6.797332,4351.759183725803,0.20918556495949073,11.357309,0.56451815,33155.074,Chainsaw
-142.1101,-9.036129,-41.021942,-20.150217,-24.622206,-5.576763,-15.194416,-5.436125,-6.1357727,-9.64903,-16.959898,-9.046407,-7.1215672,4496.687580021361,0.3575507269965278,11.3551655,0.4547405,133714.1,Chainsaw
-68.40426,18.771214,-4.159212,20.676718,0.5441013,-6.9070187,-6.2875953,17.487473,2.0275664,15.712475,-0.439988,8.691143,-2.4538026,4328.479564799027,0.27707700376157407,11.286469,0.45565066,223158.67,Chainsaw
-27.32288,7.1547465,-29.410397,15.266258,-18.800077,-7.3600597,-10.401854,1.7749168,-7.1769905,9.242274,-0.8029004,0.8291749,-5.444818,4136.052815813934,0.3005167643229167,11.274591,0.4468605,349925.9,Chainsaw
-171.85222,60.880444,11.195476,11.596629,-6.2978525,-14.781767,-12.857686,-4.885607,-6.3652005,0.88243973,-4.0905285,-5.3411827,-15.56864,3188.12016179406,0.1443413628472222,11.001414,0.4466705,49762.043,Chainsaw
-172.63538,18.051455,1.164142,28.857485,-17.972948,-15.68689,-28.06412,-8.571174,-17.683634,4.0448527,-17.894667,-8.343344,-10.128562,4065.30967517308,0.23936405888310186,11.129143,0.4081133,86623.734,Chainsaw
-95.30682,57.245586,1.1729127,10.545324,23.331833,18.772045,6.6829324,6.4632497,-0.192814,6.118343,-2.8085043,3.3621385,-1.108603,3314.003379637251,0.11029730902777778,10.972878,0.41304466,89462.95,Chainsaw
-164.71785,9.664275,-108.520805,69.30102,-118.02982,12.5001335,-51.970707,43.429092,-14.761821,-7.0353065,10.860371,10.088674,12.775811,4151.79702410506,0.37804045500578703,10.85374,0.49804696,388526.75,Chainsaw
-127.13213,37.61855,-11.770228,8.231883,2.8820171,-14.405296,10.396837,2.785496,17.882341,8.984527,-1.329156,-2.6588736,-3.8690536,4153.648871192425,0.2961697048611111,11.290066,0.48155057,76567.305,Chainsaw
-128.16809,109.1853,-1.9771898,-4.3873615,13.841692,13.172478,5.7834387,1.9911315,0.9235989,-2.5237873,21.89308,-2.1181836,5.469244,2297.306577382392,0.09572347005208333,10.7214985,0.4835258,40716.68,Chainsaw
-148.9997,20.426144,-3.2406268,-7.536463,1.4104648,-10.169292,-3.7189817,-7.763905,-3.179308,9.523954,-2.3510633,-3.9762013,-1.4225992,4740.167379339502,0.3795753761574074,11.241092,0.47832596,68913.62,Chainsaw
14.506852,-0.14899756,0.685555,8.833478,-13.249127,6.7327332,2.326683,-2.8062253,-8.459085,2.0621538,-6.6357107,0.5421114,-3.1043077,4914.902622281452,0.39081940827546297,11.351517,0.4358381,509593.44,Chainsaw
-292.0011,99.116745,15.968897,35.868347,32.415676,22.84691,12.446831,23.676575,7.320453,5.3352976,0.21324977,0.20170374,-7.077207,1360.5203831923805,0.04405834056712963,9.448966,0.31933472,17145.436,Chainsaw
-68.71463,64.199005,-2.3150945,16.255898,-17.65546,-0.49077848,-13.092737,2.4822004,-12.053028,-3.493915,-5.170718,2.0603633,-8.850982,3102.348528586419,0.1558204933449074,10.969444,0.4096193,156580.45,Chainsaw
-205.66765,23.859688,-8.422192,25.837076,6.6498985,8.125383,0.85301375,6.715339,-11.094149,6.199688,1.184183,-0.9778053,-3.4290903,4099.955484866378,0.29908356843171297,11.265347,0.4539066,45256.773,Chainsaw
-145.86568,106.318886,-47.59695,2.176552,-34.098907,0.6794911,-5.764068,14.546087,11.938564,10.183513,0.8332412,9.0109005,-0.04508793,2253.852831983034,0.14164225260416666,10.629431,0.44922927,64393.668,Chainsaw
-162.2667,37.028538,-9.378411,12.685253,-14.057163,-9.533498,-10.181883,-6.1481915,-13.01931,0.26119325,-11.897057,-4.3989444,-18.9301,3791.58847669914,0.25481273509837965,11.23018,0.47077715,73559.45,Chainsaw
-249.90802,84.72178,1.8700926,37.464382,-7.4489202,-15.54943,9.66621,24.018583,-19.32472,-5.738177,-8.083996,-3.7606456,19.827343,2778.5776628786803,0.17659505208333334,11.045035,0.47125795,27062.553,Chainsaw
-5.560489,3.8762271,-16.954191,8.638044,-11.362766,17.960045,-24.961996,-10.234851,-13.241703,11.252803,-13.644153,-3.7242296,-8.311962,4669.719949343441,0.39894160517939814,11.317468,0.4482783,460513.88,Chainsaw
-79.17648,37.69926,-12.025621,12.052611,-15.613075,-1.7776237,-7.2428045,4.63978,-8.590473,7.718473,-3.0929446,2.9529507,-5.2176065,3850.950418561664,0.26887568721064814,11.272906,0.44212413,152089.17,Chainsaw
-287.84076,-17.705473,-29.650919,4.940951,-15.791549,9.39825,-2.5746155,10.909702,1.763918,2.4223769,2.5275111,11.141664,-1.4366271,4596.7100947361605,0.36127613208912035,11.288995,0.4658981,30898.426,Chainsaw
-22.781693,31.505322,-16.545033,2.592543,-12.107323,7.1718884,-3.8800356,1.2558602,0.26924607,9.753499,0.98901254,1.133182,-3.7600398,3964.0460818828706,0.2910743995949074,11.291384,0.47925392,341187.94,Chainsaw
-180.80827,38.532978,-22.007927,31.191162,-26.163729,-3.382321,-18.826826,2.0913327,-21.73744,6.8621397,-8.2853155,-4.073581,-17.537779,3683.5895124513127,0.3003065321180556,11.256875,0.46230292,60972.484,Chainsaw
-201.46024,110.19995,-56.622112,26.17368,-18.769766,10.626539,-6.8707204,-3.167257,-5.1805263,5.477154,-1.7992607,6.8239417,-4.8141174,2186.7889202629067,0.14564118561921297,10.768529,0.4117974,33035.344,Chainsaw
-0.2715375,-2.851936,-42.877323,0.68250644,-20.821386,-24.16531,-8.350649,-13.314455,-16.224705,-6.5025287,-7.4064603,-10.575185,-12.591659,4064.0970408068474,0.2910088433159722,11.222033,0.47788325,478232.06,Chainsaw
-222.29318,93.98207,25.885887,2.3209488,-5.1052074,15.693214,-12.855541,12.781938,-3.4452496,5.3198414,3.0410147,-0.007229699,0.32962364,2844.038112395647,0.20904541015625,10.979936,0.4558887,28712.002,Chainsaw
-61.553867,59.252777,-13.940674,24.036825,-11.153234,2.5676486,-10.111335,2.272102,1.5680822,-1.4411707,-12.461112,-2.760758,-0.488823,3025.874731054408,0.15398265697337962,11.028009,0.4355682,175992.16,Chainsaw
-75.33708,6.157528,-46.205673,-5.450523,-24.668566,-15.590742,-8.989095,1.474446,-5.963309,-0.51681,-8.214048,-10.962611,-10.988367,3866.941595816685,0.2631180374710648,11.219483,0.45564413,204523.23,Chainsaw
-88.91197,34.707138,-17.304796,4.9272666,-20.058098,-7.244242,3.4549422,-8.254662,-4.6504383,0.04590635,-11.897773,4.108573,-10.04749,3980.4318324817827,0.27232078269675924,11.301645,0.46610945,150846.95,Chainsaw
-104.25905,77.90678,-17.375883,-7.88568,-28.562063,-6.7256055,-24.53385,-4.942944,-10.146778,-12.84514,-10.650077,-5.695728,-11.777369,2807.327538462245,0.1599414966724537,11.009773,0.4155923,90289.08,Chainsaw
-17.113651,-0.35526416,-19.98975,10.276771,-21.7929,-8.490342,-7.8283124,-4.4891777,-1.8706317,2.6022143,-12.068036,-2.3435588,-10.6564455,4328.8205718873005,0.3117359302662037,11.28566,0.45964018,369430.9,Chainsaw
-332.3324,11.066485,-35.056763,24.083117,1.3827219,11.312168,5.423031,22.123178,5.6339793,21.386936,5.166637,20.085459,5.690687,3236.2464908761904,0.11824318214699074,10.7349205,0.4479667,15873.7,Chainsaw
-241.8308,45.940983,-4.5195127,26.464355,5.0532756,-8.963423,0.5362941,-6.7998767,-0.28519806,-0.5260414,-7.7182517,4.752301,-1.2773219,3666.946770659334,0.23448576750578703,11.20221,0.4854221,29724.344,Chainsaw
-417.441,94.33173,-14.677411,46.04809,15.019713,25.324516,10.916844,12.269239,11.777106,5.521228,-0.6855999,10.861412,12.714492,1744.3695479534786,0.052510579427083336,10.579824,0.5102302,6082.5464,Chainsaw
13.091109,29.691727,-8.435366,2.311726,-17.65609,-0.027562106,3.0109568,4.9163632,-1.8615099,-2.011755,-16.82491,-5.3150196,0.5736358,3970.945462702742,0.29606345847800924,11.353253,0.49483612,825248.56,Chainsaw
-179.98732,49.1169,-25.822485,18.24142,-11.884133,-5.293161,-5.200024,5.306331,-2.5185087,9.854649,-0.66487813,2.4755633,-8.595387,3211.445431350492,0.2096851490162037,11.088868,0.46849278,114116.11,Chainsaw
-250.75703,149.90916,-65.828674,67.62184,-20.320976,-28.12668,3.919222,-32.30129,-8.749238,-20.676847,0.3502494,-6.461899,-26.897429,1711.9285593139894,0.10320140697337964,10.182335,0.47920114,38034.504,Chainsaw
-22.600185,68.25147,8.76258,8.367558,6.975741,2.3428075,-0.78235316,4.422633,6.577856,4.3988495,3.9346268,7.8354797,1.8838968,3349.060112243201,0.21202709056712962,11.203237,0.47458634,251269.89,Chainsaw
-124.07847,101.06704,17.19666,3.7976427,-24.953201,9.915969,-22.731155,1.3467438,-7.1938314,-10.327578,-7.293308,-8.875893,-6.332418,2399.2663183312816,0.0999755859375,10.716933,0.42095357,55328.12,Chainsaw
-133.391,125.99687,9.73365,4.057819,-29.371025,17.192472,-13.400732,17.20909,-7.356368,1.5155342,1.7026724,7.3156705,0.6875562,1851.5855431765133,0.07582826967592593,10.439646,0.39129528,41028.277,Chainsaw
-87.19493,34.265533,-17.5599,4.5629387,-20.323618,-7.2687902,3.5894015,-8.324864,-4.7505503,0.058633734,-11.839663,4.0733967,-10.044652,3989.0278042697482,0.2726734302662037,11.30071,0.46294826,152997.14,Chainsaw
-104.2388,77.904526,-17.41229,-7.893105,-28.536694,-6.7115445,-24.571306,-4.9317503,-10.096906,-12.868635,-10.659693,-5.6988287,-11.764241,2807.3184815686686,0.16010425708912038,11.009758,0.41553307,90294.53,Chainsaw
-60.51092,63.95663,0.72878945,10.365204,-10.655507,6.699377,-18.774712,0.90282965,3.2456162,11.440493,-3.0643492,0.7043628,-4.3006425,3263.494214964921,0.1941234447337963,11.074573,0.47004887,148985.48,Chainsaw
-18.796278,17.182468,-31.72035,-33.193863,-9.004449,-5.1918087,-14.301335,-16.253649,-10.4070015,-0.34589866,0.44276753,6.6120763,-3.0616212,4340.035954556396,0.2819146050347222,11.230688,0.4514812,225776.02,Chainsaw
-237.88087,20.64445,-34.486088,26.647331,-1.4528948,9.879967,0.28563026,26.854324,4.2855654,20.810204,5.5965395,14.823132,-2.7559855,3405.8704941984315,0.1566184714988426,11.106796,0.44698644,45354.56,Chainsaw
-31.069008,3.623072,-105.045906,56.617756,-22.695984,-14.3569765,18.700418,-8.192931,-4.8945074,18.900976,-11.376478,9.460527,6.9595327,3558.894340802512,0.32337330005787035,10.626074,0.46293262,894438.8,Chainsaw
